PersonCode	User_id	TripNrOverall	TripNrPerPerson	Date	Starttime	Endtime	Transportmode	Trippurpose	Usedrouteplanner	comment
HF25	222	1	1	01.07.2013	06:00:00	06:45:00	car	work_edu	0	
HF25	222	2	2	01.07.2013	15:00:00	15:35:00	car	home	1	
HF25	222	3	3	01.07.2013	15:45:00	15:55:00	car	recreation	0	Donauinsel mit Hund
HF25	222	4	4	01.07.2013	18:50:00	19:00:00	car	home	0	
HF25	222	5	5	02.07.2013	06:05:00	NA	car	work_edu	1	Routen zu Hause
HF25	222	6	6	02.07.2013	15:05:00	15:40:00	car	home	0	
HF25	222	7	7	02.07.2013	15:55:00	16:05:00	car	recreation	0	
HF25	222	8	8	02.07.2013	18:45:00	19:00:00	car	home	0	
HF25	222	9	9	03.07.2013	06:00:00	06:50:00	car	work_edu	0	
HF25	222	10	10	03.07.2013	14:50:00	15:25:00	car	home	0	
HF25	222	11	11	03.07.2013	15:40:00	15:55:00	car	recreation	0	
HF25	222	12	12	03.07.2013	20:15:00	20:35:00	car	home	0	
HF25	222	13	13	04.07.2013	06:05:00	06:40:00	car	work_edu	1	
HF25	222	14	14	04.07.2013	14:40:00	15:25:00	car	home	0	
HF25	222	15	15	04.07.2013	15:35:00	16:05:00	bus	recreation	0	
HF25	222	16	16	04.07.2013	16:25:00	16:50:00	walk	other	0	Fusspflege
HF25	222	17	17	04.07.2013	17:40:00	17:50:00	walk	home	0	
HF25	222	18	18	05.07.2013	06:00:00	06:35:00	car	work_edu	0	
HF25	222	19	19	05.07.2013	12:00:00	12:35:00	car	home	0	
HF25	222	20	20	05.07.2013	12:50:00	13:00:00	car	recreation	0	
HF25	222	21	21	05.07.2013	18:50:00	19:00:00	car	home	0	
HF25	222	22	22	06.07.2013	11:10:00	11:20:00	car	recreation	0	
HF25	222	23	23	06.07.2013	20:10:00	20:30:00	car	home	0	
HF25	222	24	24	07.07.2013	10:20:00	10:35:00	car	recreation	0	
HF25	222	25	25	07.07.2013	18:50:00	19:00:00	car	home	0	
HF25	222	26	26	08.07.2013	06:00:00	06:40:00	car	work_edu	0	
HF25	222	27	27	08.07.2013	14:45:00	15:20:00	car	home	0	
HF25	222	28	28	08.07.2013	15:35:00	15:45:00	car	recreation	0	
HF25	222	29	29	08.07.2013	18:45:00	19:00:00	car	home	0	
HF25	222	30	30	09.07.2013	06:10:00	06:45:00	car	work_edu	0	
HF25	222	31	31	09.07.2013	15:10:00	15:50:00	car	home	0	
HF25	222	32	32	09.07.2013	16:05:00	16:15:00	car	recreation	0	
HF25	222	33	33	09.07.2013	20:15:00	20:20:00	car	home	0	
HF25	222	34	34	10.07.2013	06:05:00	06:35:00	car	work_edu	0	
HF25	222	35	35	10.07.2013	14:50:00	15:35:00	car	home	0	
HF25	222	36	36	10.07.2013	15:45:00	15:55:00	car	recreation	0	
HF25	222	37	37	10.07.2013	20:05:00	20:30:00	car	home	0	
AR23	5	38	1	25.06.2013	08:05:00	08:19:00	tram	mtp	1	
AR23	5	38	1	25.06.2013	08:20:00	08:34:00	bus	mtp	1	
AR23	5	38	1	25.06.2013	08:35:00	08:40:00	walk	other	1	wakk (wukk?)
AR23	5	39	2	25.06.2013	09:25:00	10:09:00	metro	work_edu	0	
AR23	5	40	3	25.06.2013	18:25:00	18:36:00	bus	mtp	0	
AR23	5	40	3	25.06.2013	18:37:00	18:50:00	metro	mtp	0	
AR23	5	40	3	25.06.2013	18:50:00	19:00:00	walk	home	0	LM: Bus, Metro, Tram, Walk (Tram fehlt)
AR23	5	41	4	26.06.2013	07:38:00	08:14:00	bike	work_edu	1	
AR23	5	42	5	26.06.2013	14:10:00	14:50:00	bike	home	1	LM: next entry was durchgestrichen
AR23	5	43	6	27.06.2013	07:20:00	07:29:00	tram	mtp	1	
AR23	5	43	6	27.06.2013	07:30:00	07:35:00	tram	mtp	1	
AR23	5	43	6	27.06.2013	07:52:00	08:14:00	rail	mtp	1	LM: guessing that one time given is leaving tram, next start rail -> check with gps or s.th.
AR23	5	43	6	27.06.2013	08:14:00	08:24:00	walk	work_edu	1	
AR23	5	44	7	27.06.2013	15:00:00	15:39:00	metro	mtp	1	
AR23	5	44	7	27.06.2013	15:40:00	15:50:00	tram	home	1	
AR23	5	45	8	28.06.2013	07:03:00	07:06:00	tram	mtp	1	
AR23	5	45	8	28.06.2013	07:07:00	07:18:00	metro	mtp	1	
AR23	5	45	8	28.06.2013	07:19:00	07:39:00	bus	mtp	1	
AR23	5	45	8	28.06.2013	07:40:00	08:00:00	walk	work_edu	1	
AR23	5	46	9	28.06.2013	23:40:00	23:57:00	bus	mtp	1	
AR23	5	46	9	28.06.2013	23:58:00	00:27:00	metro	mtp	1	
AR23	5	46	9	28.06.2013	00:28:00	00:35:00	walk	home	1	
AR23	5	47	10	29.06.2013	11:51:00	12:05:00	bike	mtp	0	LM: shopping in between? check gps if available
AR23	5	47	10	29.06.2013	12:05:00	12:20:00	bike	mtp	0	LM: shopping in between? check gps if available
AR23	5	47	10	29.06.2013	12:20:00	12:50:00	bike	shopping	0	
AR23	5	48	11	29.06.2013	17:58:00	18:20:00	car	mtp	0	LM: recreation? check gps
AR23	5	48	11	29.06.2013	18:20:00	22:05:00	car	mtp	0	LM: recreation? check gps
AR23	5	48	11	29.06.2013	22:05:00	22:30:00	car	recreation	0	LM: home?
AR23	5	49	12	30.06.2013	13:26:00	13:52:00	bike	shopping	0	LM: home?
AR23	5	50	13	01.07.2013	07:23:00	07:43:00	walk	mtp	0	
AR23	5	50	13	01.07.2013	07:44:00	08:00:00	rail	mtp	0	
AR23	5	50	13	01.07.2013	08:00:00	08:04:00	walk	work_edu	0	 LM: home?
AR23	5	51	14	02.07.2013	08:40:00	08:52:00	car	shopping	0	
AR23	5	52	15	02.07.2013	09:04:00	10:38:00	car	work_edu	0	LM: check 1h zu lange?
AR23	5	53	16	02.07.2013	16:50:00	17:23:00	car	home	0	
HA42	203	54	1	14.07.2013	07:52:00	08:00:00	walk	other	0	kindergarten
HA42	203	55	2	14.07.2013	08:07:00	08:13:00	walk	other	0	
HA42	203	56	3	14.07.2013	08:23:00	na	metro or tram	mtp	1	
HA42	203	56	3	14.07.2013	na	08:40:00	metro or tram	other	1	Begleitung
HA42	203	57	4	14.07.2013	09:13:00	09:25:00	walk	recreation	0	cafe
HA42	203	58	5	16.07.2013	08:00:00	08:02:00	walk	mtp	0	LM: check only one mode given
HA42	203	58	5	16.07.2013	08:02:00	08:10:00	tram	other	0	pick up s.o.
HA42	203	59	6	16.07.2013	08:25:00	08:32:00	walk	other	0	Amtsweg
HA42	203	60	7	16.07.2013	09:00:00	09:20:00	tram	recreation	0	Park LM: incl walk
HA42	203	61	8	16.07.2013	10:00:00	10:02:00	walk	home	0	
HA42	203	62	9	16.07.2013	12:30:00	12:32:00	walk	recreation	0	Park
HA42	203	63	10	16.07.2013	14:19:00	14:31:00	walk	mtp	0	
HA42	203	63	10	16.07.2013	14:32:00	14:50:00	tram	mtp	0	LM: check gps for end time
HA42	203	63	10	16.07.2013	14:50:00	14:53:00	walk	other	0	pick-up s.o.
HA42	203	64	11	16.07.2013	15:00:00	15:06:00	walk	mtp	0	
HA42	203	64	11	16.07.2013	15:07:00	15:35:00	tram	mtp	0	LM: check gps for end time
HA42	203	64	11	16.07.2013	15:35:00	15:37:00	walk	other	0	pick up s.o.
HA42	203	65	12	16.07.2013	15:45:00	15:54:00	walk	mtp	0	
HA42	203	65	12	16.07.2013	15:55:00	16:03:00	tram	mtp	0	LM: check gps for end time
HA42	203	65	12	16.07.2013	16:03:00	16:05:00	walk	recreation	0	
HA42	203	66	13	16.07.2013	18:07:00	18:22:00	walk	home	0	
HA42	203	67	14	17.07.2013	10:30:00	10:40:00	walk	shopping	0	
HA42	203	68	15	17.07.2013	11:00:00	11:15:00	walk	home	0	
HA42	203	69	16	17.07.2013	13:00:00	13:20:00	walk	mtp	0	
HA42	203	69	16	17.07.2013	13:20:00	14:15:00	car	recreation	0	Fahrt nach Keosternenbur
HA42	203	70	17	17.07.2013	18:30:00	19:15:00	car	home	0	
HA42	203	71	18	18.07.2013	09:45:00	10:20:00	walk	recreation	0	visiting friends
HA42	203	72	19	18.07.2013	11:00:00	11:10:00	car	home	0	
HA42	203	73	20	18.07.2013	14:00:00	14:40:00	car	recreation	0	Strandbad Stadcam
HA42	203	74	21	18.07.2013	18:15:00	19:00:00	car	home	0	
HA42	203	75	22	19.07.2013	09:45:00	09:50:00	walk	mtp	0	
HA42	203	75	22	19.07.2013	09:50:00	10:05:00	bus or tram	mtp	0	
HA42	203	75	22	19.07.2013	10:05:00	10:20:00	bus or tram	mtp	0	
HA42	203	75	22	19.07.2013	10:20:00	10:45:00	bus or tram	recreation	0	travel agency LM: walk is missing in this trip? (one of the bus or tram…?)
HA42	203	76	23	19.07.2013	11:00:00	12:00:00	walk	shopping	0	LM: check end time!
HA42	203	77	24	19.07.2013	12:00:00	12:15:00	walk	mtp	0	LM: check mode
HA42	203	77	24	19.07.2013	12:15:00	12:25:00	bus or tram	mtp	0	LM: check mode
HA42	203	77	24	19.07.2013	12:25:00	12:40:00	bus or tram	home	0	LM: check mode
HA42	203	78	25	19.07.2013	14:00:00	14:10:00	walk	mtp	0	LM: check mode
HA42	203	78	25	19.07.2013	14:10:00	14:25:00	metro or tram	mtp	0	LM: check mode
HA42	203	78	25	19.07.2013	14:25:00	15:00:00	metro or tram	recreation	0	swimming LM: check mode
HA42	203	79	26	19.07.2013	15:45:00	15:55:00	walk or metro or tram	mtp	0	LM: check mode
HA42	203	79	26	19.07.2013	15:55:00	16:10:00	walk or metro or tram	mtp	0	LM: check mode
HA42	203	79	26	19.07.2013	16:10:00	16:30:00	walk or metro or tram	home	0	LM: check mode
HA42	203	80	27	19.07.2013	20:15:00	20:22:00	walk or bus or tram	mtp	0	LM: check mode
HA42	203	80	27	19.07.2013	20:22:00	20:35:00	walk or bus or tram	mtp	0	LM: check mode
